A, B, NO, 152, 69, .454, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 13, 9999, ¥, , N, .62, .25, .019, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BACKWARD, REVERSE, NO, 148, 5, .034, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 7, 22, ¥, , AD, 1.50, .17, .355, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BACKWARD, BEHIND, YES, 148, 4, .027, 0.000, 0.0000, .0145, 1, 1, 2.0, 1, 7, 22, ¥, , AD, 1.50, .17, .355, 1, 16, 258, ¥, , AD, 1.54, .31, .016, 1
BACKWARD, FRONT, YES, 148, 4, .027, 0.000, .0440, .0143, 3, 1, 1.0, 0, 7, 22, ¥, , AD, 1.50, .17, .355, 1, 5, 221, 4.14, N, N, .20, .40, .375, 1
BACKWARD, BACK, YES, 148, 3, .020, 0.000, .0490, .0337, 3, 1, 3.0, 0, 7, 22, ¥, , AD, 1.50, .17, .355, 1, 12, 967, 4.89, , N, 1.25, .50, .406, 1
BACKWARD, WRONG, YES, 148, 3, .020, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 7, 22, ¥, , AD, 1.50, .17, .355, 1, 6, 129, 2.60, , AJ, .67, .67, .320, 1
BACKWARD, MOVEMENT, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 7, 22, ¥, , AD, 1.50, .17, .355, 1, 16, 128, 4.03, , N, 2.12, .31, .056, 1
BACON, EGGS, YES, 116, 60, .517, .176, .0070, .0044, 1, 0, 4.0, 3, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 21, 35, 5.79, , N, 1.71, .29, .171, 1
BACON, PIG, YES, 116, 13, .109, .017, .0380, .0080, 3, 0, 4.0, 1, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 22, 8, 6.92, , N, 1.80, .55, .238, 1
BACON, BREAKFAST, YES, 116, 6, .050, 0.000, .0180, 0.0000, 1, 0, 0.0, 0, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 10, 53, 5.88, , N, 1.20, .40, .028, 1
BACON, MEAT, YES, 116, 6, .050, 0.000, .0050, .0016, 3, 0, 2.0, 1, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 17, 45, 6.93, , N, 1.82, .53, .078, 1
BACON, PORK, YES, 116, 6, .050, .012, .0140, .0670, 2, 0, 3.0, 1, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 10, 10, 5.81, , N, 2.33, .78, .080, 1
BACON, HAM, YES, 116, 5, .042, .026, .0300, .1143, 4, 0, 4.0, 0, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 18, 19, 5.42, N, N, 2.62, .44, .025, 1
BACON, EAT, YES, 116, 2, .017, 0.000, .0110, .0010, 3, 0, 1.0, 1, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 11, 61, 4.75, , N, 1.20, .70, .181, 1
BACON, FAT, YES, 116, 2, .017, 0.000, .0100, .0017, 3, 0, 1.0, 0, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 16, 60, 4.80, , N, 1.47, .60, .229, 1
BACON, FRY, YES, 116, 2, .017, .034, .0140, .0019, 2, 0, 3.0, 2, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 18, 2, 3.98, G, V, 2.72, .56, .022, 1
BACON, GREASE, YES, 116, 2, .017, 0.000, .0010, .0002, 1, 0, 1.0, 0, 10, 10, 6.46, , N, 2.30, .50, .095, 1, 13, 9, 6.03, , N, .92, .31, .038, 1
BACTERIA, FUNGUS, YES, 142, 20, .141, .042, .0020, .0095, 1, 1, 4.0, 3, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 16, 2, 6.10, , N, 2.80, .33, .049, 1
BACTERIA, DISEASE, YES, 142, 15, .106, 0.000, .0370, .0197, 4, 1, 4.0, 3, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 12, 53, 5.63, , N, 1.64, .46, .067, 1
BACTERIA, GERM, YES, 142, 14, .099, .177, .0010, .0373, 3, 1, 7.0, 5, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 16, 3, 4.79, T, N, 2.64, .29, .026, 1
BACTERIA, BIOLOGY, YES, 142, 12, .085, 0.000, .0120, .0053, 4, 1, 3.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 22, 7, 3.96, , N, 2.00, .30, .050, 1
BACTERIA, DUTY, YES, 142, 10, .070, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 15, 61, 2.32, , N, 1.92, .46, .011, 1
BACTERIA, SICK, YES, 142, 10, .070, 0.000, .0650, .0003, 7, 1, 1.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 13, 51, 3.89, , AJ, 2.23, .92, .390, 1
BACTERIA, MICROSCOPE, YES, 142, 5, .035, 0.000, .0020, .0168, 1, 1, 5.0, 3, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 19, 8, 5.74, , N, 2.13, .27, .009, 0
BACTERIA, CELL, YES, 142, 4, .028, 0.000, .0030, .0079, 2, 1, 1.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 16, 65, 6.63, N, N, 1.14, .64, .032, 1
BACTERIA, VIRUS, YES, 142, 4, .028, .013, .0110, .0389, 3, 1, 5.0, 2, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 13, 13, 5.13, , N, 3.83, .42, .011, 1
BACTERIA, MOLD, YES, 142, 3, .021, .027, .0180, .0127, 1, 1, 3.0, 2, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 15, 45, 4.75, N, N, 1.43, .50, .051, 1
BACTERIA, SCIENCE, YES, 142, 3, .021, 0.000, .0200, .0182, 2, 1, 1.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 18, 131, 4.14, , N, 1.72, .67, .067, 1
BACTERIA, SMALL, YES, 142, 3, .021, 0.000, .0070, 0.0000, 1, 1, 0.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 9, 542, 3.98, , AJ, 1.88, .88, .427, 1
BACTERIA, AMOEBA, NO, 142, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 19, 8, 6.38, , N, 2.50, .22, .024, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BACTERIA, DISGUSTING, YES, 142, 2, .014, 0.000, .0030, .0122, 1, 1, 2.0, 1, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 14, 4, ¥, , AJ, 3.08, .50, .090, 1
BACTERIA, GROSS, YES, 142, 2, .014, 0.000, .0120, .0077, 5, 1, 2.0, 1, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 16, 30, 2.73, W, AJ, 1.38, .44, .123, 1
BACTERIA, GROWTH, YES, 142, 2, .014, 0.000, .0050, 0.0000, 2, 1, 0.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 23, 155, ¥, , N, 1.58, .05, .007, 0
BACTERIA, ILLNESS, YES, 142, 2, .014, 0.000, .0100, .0506, 5, 1, 1.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 7, 20, 4.05, , N, 1.57, .14, .017, 1
BACTERIA, INFECTION, YES, 142, 2, .014, 0.000, .0040, .0455, 2, 1, 6.0, 4, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 18, 8, 5.08, , N, 3.25, .19, .001, 1
BACTERIA, YOGURT, YES, 142, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 19, 8, 6.38, , N, 2.50, .22, .024, 1, 17, 0, ¥, , N, 2.38, .25, .035, 1
BAD, GOOD, YES, 184, 138, .750, .758, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 8, 807, 2.53, , AJ, .75, .75, .586, 1
BAD, BOY, YES, 184, 9, .049, 0.000, .0080, .0080, 1, 0, 2.0, 1, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 10, 242, 6.23, , N, 1.00, .60, .529, 1
BAD, DOG, YES, 184, 4, .022, 0.000, .0010, 0.0000, 1, 0, 0.0, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 5, 75, 5.75, , N, .40, .80, .437, 1
BAD, BREATH, YES, 184, 2, .011, .032, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 13, 53, 4.91, , N, 2.08, .42, .017, 1
BAD, COMPANY, YES, 184, 2, .011, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 15, 290, 4.63, T, N, 1.87, .27, .021, 1
BAD, CRIME, YES, 184, 2, .011, .098, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 24, 34, 3.81, , N, 2.59, .59, .030, 1
BAD, GIRL, YES, 184, 2, .011, 0.000, .0340, .0362, 1, 0, 1.0, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 8, 220, 6.83, , N, 1.25, 1.00, .535, 1
BAD, NEWS, YES, 184, 2, .011, .034, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 20, 102, 5.62, , N, .38, .38, .014, 1
BAD, TEMPER, YES, 184, 2, .011, .068, 0.0000, 0.0000, 0, 0, 0.0, 0, 9, 142, 3.00, , AJ, .33, .56, .571, 1, 18, 12, 2.70, G, V, 1.82, .24, .049, 1
BADGE, POLICE, YES, 152, 43, .283, .016, .1260, .0379, 5, 1, 2.0, 0, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 19, 155, 6.69, , N, .89, .72, .155, 1
BADGE, COP, YES, 152, 25, .164, 0.000, .0730, .1546, 4, 1, 3.0, 0, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 16, 15, 6.36, , N, 2.33, .47, .126, 1
BADGE, HONOR, YES, 152, 10, .066, 0.000, .0030, .0007, 3, 1, 1.0, 0, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 25, 66, 1.75, , N, 1.46, .54, .033, 1
BADGE, OFFICER, YES, 152, 9, .059, 0.000, .0180, .1454, 3, 1, 3.0, 1, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 13, 101, 6.32, , N, 1.92, .15, .019, 1
BADGE, COURAGE, YES, 152, 8, .053, .027, .0010, .0009, 1, 1, 1.0, 0, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 18, 32, 2.51, , N, 2.47, .35, .079, 1
BADGE, IDENTIFICATION, YES, 152, 6, .039, 0.000, 0.0000, .0040, 0, 1, 1.0, 1, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 14, 43, ¥, , N, 1.17, .33, .004, 0
BADGE, SCOUT, YES, 152, 6, .039, 0.000, 0.0000, .0009, 0, 1, 1.0, 1, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 10, 8, 5.68, , N, .30, .20, .010, 1
BADGE, PIN, YES, 152, 5, .033, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 15, 16, 5.81, , N, 1.14, .57, .076, 1
BADGE, AUTHORITY, YES, 152, 3, .020, 0.000, .0030, .0617, 2, 1, 2.0, 1, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 18, 93, 2.62, , N, 1.11, .39, .006, 1
BADGE, SHERIFF, YES, 152, 3, .020, .014, 0.0000, .1376, 0, 1, 3.0, 3, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 8, 20, 6.34, , N, 3.14, .29, .114, 1
BADGE, BROWNIE, NO, 152, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 5, 5.49, , N, 1.38, .31, .007, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BADGE, GOLD, YES, 152, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 16, 52, 5.68, , N, 2.31, .56, .315, 1
BADGE, MERIT, YES, 152, 2, .013, .054, 0.0000, .0107, 0, 1, 1.0, 1, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 15, 29, ¥, , N, 1.50, .17, .003, 0
BADGE, TAG, YES, 152, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 5, 5.49, , N, 1.38, .31, .007, 1, 21, 5, ¥, N, N, 1.11, .11, .010, 1
BAG, LUNCH, YES, 127, 28, .220, .013, 0.0000, .0081, 1, 1, 2.0, 1, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 17, 33, 5.46, , N, 1.88, .59, .053, 1
BAG, PAPER, YES, 127, 18, .142, .011, .0020, 0.0000, 1, 1, 0.0, 0, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 15, 157, 5.96, , N, 1.07, .64, .058, 1
BAG, SACK, YES, 127, 14, .110, .444, 0.0000, .0005, 0, 1, 1.0, 1, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 9, 8, 5.70, N, N, .44, .33, .051, 1
BAG, BOX, YES, 127, 7, .055, 0.000, .0140, .0059, 2, 1, 2.0, 1, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 15, 70, 5.91, N, N, .73, .67, .080, 1
BAG, BROWN, YES, 127, 7, .055, .020, 0.0000, 0.0000, 1, 1, 0.0, 0, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 20, 176, 4.63, , N, 2.20, .35, .011, 1
BAG, GROCERIES, YES, 127, 7, .055, .041, .0020, .0146, 2, 1, 2.0, 2, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 11, 2, 6.67, , N, 1.67, .22, .015, 1
BAG, PURSE, YES, 127, 6, .047, 0.000, .0090, .0011, 2, 1, 1.0, 0, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 12, 14, 5.64, , N, 1.50, .50, .183, 1
BAG, CARRY, YES, 127, 5, .039, .041, 0.0000, .0018, 1, 1, 2.0, 2, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 19, 88, 3.93, G, V, 1.50, .44, .034, 1
BAG, GARBAGE, YES, 127, 5, .039, .077, 0.0000, 0.0000, 0, 1, 0.0, 0, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 14, 7, 5.68, , N, .83, .42, .252, 1
BAG, BEAN, YES, 127, 3, .024, 0.000, 0.0000, .0011, 0, 1, 1.0, 1, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 19, 5, 6.00, , N, 1.07, .33, .008, 0
BAG, CONTAINER, YES, 127, 3, .024, 0.000, .0030, .0048, 1, 1, 2.0, 1, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 20, 10, 6.03, , N, 1.94, .39, .021, 1
BAG, FOOD, YES, 127, 3, .024, 0.000, .0800, .0024, 4, 1, 1.0, 0, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
BAG, BAGGIE, NO, 127, 2, .016, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 42, 6.30, , N, 1.06, .50, .062, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BAG, LUGGAGE, YES, 127, 2, .016, 0.000, 0.0000, .0013, 0, 1, 2.0, 2, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 15, 10, ¥, , N, 2.29, .21, .067, 1
BAG, OLD, YES, 127, 2, .016, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 9, 660, 3.41, , AJ, .38, .75, .532, 1
BAG, POCKETBOOK, YES, 127, 2, .016, 0.000, .0030, .0240, 1, 1, 1.0, 0, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 7, 3, ¥, G, N, .67, .17, .036, 1
BAG, SHOPPING, YES, 127, 2, .016, .036, .0010, 0.0000, 1, 1, 0.0, 0, 17, 42, 6.30, , N, 1.06, .50, .062, 1, 9, 27, 4.28, , V, 1.78, .78, .164, 1
BAGEL, CREAM CHEESE, NO, 150, 49, .327, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 0, ¥, , N, 1.50, .10, .001, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BAGEL, BREAD, YES, 150, 16, .107, 0.000, .0200, .0302, 2, 2, 3.0, 2, 12, 0, ¥, , N, 1.50, .10, .001, 0, 15, 41, 6.18, , N, 1.20, .53, .237, 1
BAGEL, FOOD, YES, 150, 13, .087, 0.000, .0220, .0081, 5, 2, 1.0, 0, 12, 0, ¥, , N, 1.50, .10, .001, 0, 18, 147, 5.84, , N, 1.69, .63, .203, 1
BAGEL, DOUGHNUT, YES, 150, 11, .073, .015, 0.0000, .0118, 0, 2, 3.0, 3, 12, 0, ¥, , N, 1.50, .10, .001, 0, 15, 0, 5.93, , N, 1.40, .13, .010, 1
BAGEL, BREAKFAST, YES, 150, 8, .053, 0.000, .0060, .0041, 1, 2, 1.0, 1, 12, 0, ¥, , N, 1.50, .10, .001, 0, 10, 53, 5.88, , N, 1.20, .40, .028, 1
BAGEL, BUTTER, YES, 150, 8, .053, 0.000, .0520, .0389, 2, 2, 1.0, 0, 12, 0, ¥, , N, 1.50, .10, .001, 0, 15, 27, 6.24, , N, 1.00, .58, .420, 1
BAGEL, SHOP, YES, 150, 6, .040, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 12, 0, ¥, , N, 1.50, .10, .001, 0, 14, 63, 5.00, , N, 1.92, .15, .100, 1
BAGEL, CHEESE, YES, 150, 3, .020, 0.000, 0.0000, .0043, 0, 2, 3.0, 3, 12, 0, ¥, , N, 1.50, .10, .001, 0, 17, 9, 6.14, , N, 1.13, .53, .127, 1
BAGEL, EAT, YES, 150, 3, .020, 0.000, .0400, .0356, 5, 2, 1.0, 0, 12, 0, ¥, , N, 1.50, .10, .001, 0, 11, 61, 4.75, , N, 1.20, .70, .181, 1
BAGEL, LOX, NO, 150, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 0, ¥, , N, 1.50, .10, .001, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BAGEL, BITE, YES, 150, 2, .013, 0.000, 0.0000, .0025, 0, 2, 2.0, 2, 12, 0, ¥, , N, 1.50, .10, .001, 0, 19, 10, 4.32, , V, 1.28, .39, .014, 1
BAGEL, SOFT, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 12, 0, ¥, , N, 1.50, .10, .001, 0, 19, 61, 4.10, G, AJ, 1.39, .72, .314, 1
BAGGAGE, LUGGAGE, YES, 147, 59, .401, .137, .0070, .0319, 1, 0, 7.0, 6, 10, 4, ¥, , N, 2.20, .30, .057, 1, 15, 10, ¥, , N, 2.29, .21, .067, 1
BAGGAGE, AIRPORT, YES, 147, 13, .088, 0.000, .0080, .0219, 1, 0, 3.0, 3, 10, 4, ¥, , N, 2.20, .30, .057, 1, 6, 19, 6.31, , N, 1.20, 0.00, 0.000, 1
BAGGAGE, SUITCASE, YES, 147, 12, .082, 0.000, .0520, .0512, 1, 0, 4.0, 3, 10, 4, ¥, , N, 2.20, .30, .057, 1, 12, 25, ¥, , N, 2.36, .36, .023, 1
BAGGAGE, CLAIM, YES, 147, 10, .068, .026, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 4, ¥, , N, 2.20, .30, .057, 1, 22, 98, ¥, , V, .81, .14, .004, 1
BAGGAGE, TRAVEL, YES, 147, 8, .054, 0.000, .1010, .0097, 6, 0, 3.0, 0, 10, 4, ¥, , N, 2.20, .30, .057, 1, 25, 61, 3.93, G, V, 2.39, .35, .016, 1
BAGGAGE, TRIP, YES, 147, 7, .048, .014, .0690, .0120, 5, 0, 2.0, 0, 10, 4, ¥, , N, 2.20, .30, .057, 1, 10, 81, 4.39, T, N, 1.40, .70, .141, 1
BAGGAGE, HEAVY, YES, 147, 6, .041, 0.000, .0140, 0.0000, 1, 0, 0.0, 0, 10, 4, ¥, , N, 2.20, .30, .057, 1, 16, 110, 4.09, , AJ, 1.33, .27, .044, 1
BAGGAGE, PLANE, YES, 147, 4, .027, 0.000, .0890, .0008, 3, 0, 1.0, 0, 10, 4, ¥, , N, 2.20, .30, .057, 1, 12, 114, 5.31, N, N, 1.75, .58, .057, 1
BAGGAGE, VACATION, YES, 147, 4, .027, 0.000, .0390, .0209, 4, 0, 2.0, 0, 10, 4, ¥, , N, 2.20, .30, .057, 1, 16, 47, 4.10, , N, 1.56, .38, .134, 1
BAGGAGE, LOST, YES, 147, 2, .014, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 4, ¥, , N, 2.20, .30, .057, 1, 6, 173, ¥, G, AJ, .75, .75, .612, 1
BAIT, FISH, YES, 151, 95, .629, 0.000, .0380, .0011, 4, 1, 2.0, 1, 8, 2, ¥, , N, 1.14, .29, .007, 1, 24, 35, 5.84, G, N, 1.26, .74, .101, 1
BAIT, WORM, YES, 151, 15, .099, .012, .0010, .0572, 1, 1, 1.0, 1, 8, 2, ¥, , N, 1.14, .29, .007, 1, 23, 4, 6.16, , N, 1.50, .32, .015, 1
BAIT, TACKLE, YES, 151, 9, .060, .095, 0.0000, .0598, 0, 1, 1.0, 1, 8, 2, ¥, , N, 1.14, .29, .007, 1, 11, 10, ¥, , V, .82, .18, .011, 1
BAIT, HOOK, YES, 151, 8, .053, 0.000, 0.0000, .1912, 0, 1, 2.0, 2, 8, 2, ¥, , N, 1.14, .29, .007, 1, 17, 5, 5.13, G, N, 1.18, .24, .008, 1
BAIT, SHRIMP, YES, 151, 5, .033, 0.000, .0110, .1336, 1, 1, 2.0, 1, 8, 2, ¥, , N, 1.14, .29, .007, 1, 15, 2, 6.25, , N, 1.80, .33, .041, 1
BAIT, TEASE, YES, 151, 3, .020, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 8, 2, ¥, , N, 1.14, .29, .007, 1, 21, 6, ¥, , V, 1.33, .17, .004, 0
BAIT, FOOD, YES, 151, 2, .013, 0.000, .0270, 0.0000, 2, 1, 0.0, 0, 8, 2, ¥, , N, 1.14, .29, .007, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
BAIT, LURE, NO, 151, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 8, 2, ¥, , N, 1.14, .29, .007, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BAKE, CAKE, YES, 127, 51, .402, .033, .0070, .0038, 2, 0, 3.0, 1, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 19, 13, 6.11, , N, 2.79, .47, .112, 1
BAKE, COOK, YES, 127, 32, .252, .079, .0290, .0045, 3, 0, 2.0, 1, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 15, 47, 4.91, , V, 1.60, .33, .055, 1
BAKE, COOKIE, YES, 127, 10, .079, .011, .0060, .0136, 1, 0, 2.0, 1, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 17, 1, 6.30, , N, 2.24, .41, .030, 1
BAKE, OVEN, YES, 127, 9, .071, .212, .0020, .0552, 1, 0, 2.0, 2, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 9, 7, 5.45, , N, 1.78, .56, .082, 1
BAKE, BROIL, YES, 127, 6, .047, .267, 0.0000, .0599, 1, 0, 4.0, 3, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 13, 2, 4.44, , V, 3.75, .17, .013, 1
BAKE, CHICKEN, YES, 127, 3, .024, 0.000, .0010, .0009, 1, 0, 1.0, 1, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 29, 37, 5.79, , N, 1.80, .56, .070, 1
BAKE, FRY, YES, 127, 3, .024, .041, .0050, .0350, 2, 0, 4.0, 2, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 18, 2, 3.98, G, V, 2.72, .56, .022, 1
BAKE, PIE, YES, 127, 3, .024, .011, .0290, .0677, 1, 0, 2.0, 1, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 21, 14, 6.09, , N, 2.10, .55, .082, 1
BAKE, SALE, YES, 127, 3, .024, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 17, 44, 3.60, , N, 3.25, .44, .047, 1
BAKE, FOOD, YES, 127, 2, .016, 0.000, .0920, 0.0000, 8, 0, 0.0, 0, 10, 12, 4.76, , V, 2.00, .70, .063, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
BAKED, POTATO, YES, 146, 26, .179, .122, .0010, .0005, 1, 1, 1.0, 0, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 23, 15, 7.00, , N, 1.71, .48, .098, 1
BAKED, COOK, YES, 146, 22, .152, 0.000, .0130, 0.0000, 3, 1, 0.0, 0, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 15, 47, 4.91, , V, 1.60, .33, .055, 1
BAKED, CAKE, YES, 146, 20, .138, 0.000, .0120, .0062, 2, 1, 3.0, 1, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 19, 13, 6.11, , N, 2.79, .47, .112, 1
BAKED, BREAD, YES, 146, 17, .117, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 15, 41, 6.18, , N, 1.20, .53, .237, 1
BAKED, PIE, YES, 146, 9, .062, 0.000, .0120, .0296, 2, 1, 2.0, 0, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 21, 14, 6.09, , N, 2.10, .55, .082, 1
BAKED, COOKIE, YES, 146, 6, .041, 0.000, .0020, .0051, 1, 1, 2.0, 1, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 17, 1, 6.30, , N, 2.24, .41, .030, 1
BAKED, BEAN, YES, 146, 5, .034, .108, .0010, 0.0000, 1, 1, 0.0, 0, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 19, 5, 6.00, , N, 1.07, .33, .008, 0
BAKED, FRIED, YES, 146, 5, .034, .047, .0030, .0073, 1, 1, 3.0, 2, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 18, 6, ¥, , V, 1.80, .33, .027, 1
BAKED, GOOD, YES, 146, 5, .034, 0.000, .0050, 0.0000, 2, 1, 0.0, 0, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 8, 807, 2.53, , AJ, .75, .75, .586, 1
BAKED, APPLE, YES, 146, 4, .028, 0.000, .0140, .0046, 1, 1, 1.0, 0, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 17, 9, 7.00, , V, 1.82, .77, .090, 1
BAKED, BROIL, YES, 146, 4, .028, 0.000, 0.0000, .0350, 0, 1, 2.0, 2, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 13, 2, 4.44, , V, 3.75, .17, .013, 1
BAKED, OVEN, YES, 146, 4, .028, 0.000, .0010, .0331, 1, 1, 1.0, 1, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 9, 7, 5.45, , N, 1.78, .56, .082, 1
BAKED, STONED, YES, 146, 3, .021, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 14, 8, 4.35, , V, 1.15, .23, .027, 1, 13, 2, ¥, , V, 1.25, 0.00, 0.000, 1
BAKED, ZITI, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 8, 4.35, , V, 1.15, .23, .027, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BAKER, BREAD, YES, 148, 34, .230, 0.000, .0050, .0032, 2, 3, 2.0, 1, 14, 36, ¥, , N, 2.45, 0.00, 0.000, 0, 15, 41, 6.18, , N, 1.20, .53, .237, 1
